NroTrx;sku;producto;cantidad;precio;subtotal;diasem;customerid;total;useragentbrowser;useragentoperatingsystem;useragentdevice
P000402;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34229;57.2;Facebook;Android;other
P000402;1.10604E+11;Nuggets Premium;1;6;6;Lun;34229;57.2;Facebook;Android;other
P000402;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34229;57.2;Facebook;Android;other
P000402;1.10604E+11;Filete a la Pimienta;1;13.5;13.5;Lun;34229;57.2;Facebook;Android;other
P000403;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34236;115;Mobile Safari;iOS;iPhone
P000403;1.10601E+11;Pollo Entero S/M;3;16;48;Lun;34236;115;Mobile Safari;iOS;iPhone
P000403;1.10601E+11;Muslos Frescos;1;54;54;Lun;34236;115;Mobile Safari;iOS;iPhone
P000404;1.10601E+11;Pollo Entero S/M;7;16;112;Lun;34222;112;Chrome Mobile;Android;other
P000405;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34247;83;Chrome;Windows;other
P000405;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34247;83;Chrome;Windows;other
P000405;1.10604E+11;Filete a la Pimienta;4;13.5;54;Lun;34247;83;Chrome;Windows;other
P000406;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34253;62.5;Chrome Mobile;Android;other
P000406;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34253;62.5;Chrome Mobile;Android;other
P000406;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34253;62.5;Chrome Mobile;Android;other
P000406;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34253;62.5;Chrome Mobile;Android;other
P000407;1.10604E+11;Nuggets Premium;1;6;6;Lun;34251;68.7;Facebook;Android;other
P000407;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34251;68.7;Facebook;Android;other
P000407;1.10604E+11;Filete a la Pimienta;1;13.5;13.5;Lun;34251;68.7;Facebook;Android;other
P000407;1.10604E+11;Filete  a la Criolla;1;13.5;13.5;Lun;34251;68.7;Facebook;Android;other
P000407;1.10604E+11;Enrollado con Frutas Secas;1;27.5;27.5;Lun;34251;68.7;Facebook;Android;other
P000408;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34245;53.7;Chrome;Windows;other
P000408;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34245;53.7;Chrome;Windows;other
P000408;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34245;53.7;Chrome;Windows;other
P000409;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34210;102.8;Firefox;Windows;other
P000409;1.10604E+11;Filete a la Pimienta;1;13.5;13.5;Lun;34210;102.8;Firefox;Windows;other
P000409;1.10604E+11;Filete  a la Criolla;1;13.5;13.5;Lun;34210;102.8;Firefox;Windows;other
P000409;1.10604E+11;Hamburguesa Premium;6;8.3;49.8;Lun;34210;102.8;Firefox;Windows;other
P000410;1.10604E+11;Nuggets con Quinua;2;8.2;16.4;Lun;34242;52.8;Facebook;Android;other
P000410;1.10604E+11;Deditos de Pollo;2;7.8;15.6;Lun;34242;52.8;Facebook;Android;other
P000410;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34242;52.8;Facebook;Android;other
P000410;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34242;52.8;Facebook;Android;other
P000411;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34254;55.1;Chrome;Mac OS X;other
P000411;1.10604E+11;Nuggets Premium;1;6;6;Lun;34254;55.1;Chrome;Mac OS X;other
P000411;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34254;55.1;Chrome;Mac OS X;other
P000411;1.10604E+11;Hamburguesa Premium;3;8.3;24.9;Lun;34254;55.1;Chrome;Mac OS X;other
P000412;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34235;53.8;Facebook;Android;Samsung
P000412;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34235;53.8;Facebook;Android;Samsung
P000412;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34235;53.8;Facebook;Android;Samsung
P000412;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34235;53.8;Facebook;Android;Samsung
P000413;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34223;59.5;Mobile Safari;iOS;iPhone
P000413;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34223;59.5;Mobile Safari;iOS;iPhone
P000413;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34223;59.5;Mobile Safari;iOS;iPhone
P000414;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34246;91;Chrome;Windows;other
P000414;1.10601E+11;Pollo Entero S/M;3;16;48;Lun;34246;91;Chrome;Windows;other
P000414;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34246;91;Chrome;Windows;other
P000415;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34213;70.7;Safari;Mac OS X;other
P000415;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34213;70.7;Safari;Mac OS X;other
P000415;1.10604E+11;Nuggets con Quinua;2;8.2;16.4;Lun;34213;70.7;Safari;Mac OS X;other
P000415;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34213;70.7;Safari;Mac OS X;other
P000416;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34243;53.3;Chrome;Windows;other
P000416;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34243;53.3;Chrome;Windows;other
P000416;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34243;53.3;Chrome;Windows;other
P000416;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;34243;53.3;Chrome;Windows;other
P000417;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34260;82.4;Mobile Safari;WKWebView;iOS
P000417;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;34260;82.4;Mobile Safari;WKWebView;iOS
P000417;1.10604E+11;Deditos de Pollo;2;7.8;15.6;Lun;34260;82.4;Mobile Safari;WKWebView;iOS
P000417;1.10604E+11;Filete a la Pimienta;1;13.5;13.5;Lun;34260;82.4;Mobile Safari;WKWebView;iOS
P000417;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34260;82.4;Mobile Safari;WKWebView;iOS
P000418;1.10501E+11;Huevo Pardo Empacado;3;13;39;Lun;34266;155;Chrome Mobile;Android;other
P000418;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;34266;155;Chrome Mobile;Android;other
P000418;1.10601E+11;Muslos Frescos;1;54;54;Lun;34266;155;Chrome Mobile;Android;other
P000418;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34266;155;Chrome Mobile;Android;other
P000419;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34259;113.3;Mobile Safari;iOS;iPhone
P000419;1.10601E+11;Pollo trozado x 8 pzas S/M;4;16.5;66;Lun;34259;113.3;Mobile Safari;iOS;iPhone
P000419;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;34259;113.3;Mobile Safari;iOS;iPhone
P000419;1.10604E+11;Filete a la Pimienta;1;13.5;13.5;Lun;34259;113.3;Mobile Safari;iOS;iPhone
P000420;1.10501E+11;Huevo Pardo Empacado;3;13;39;Lun;34263;153;Mobile Safari;iOS;iPhone
P000420;1.10601E+11;Muslos Frescos;1;54;54;Lun;34263;153;Mobile Safari;iOS;iPhone
P000420;1.10601E+11;Filete de Pechuga;2;30;60;Lun;34263;153;Mobile Safari;iOS;iPhone
P000421;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34258;70.5;Firefox;Windows;other
P000421;1.10601E+11;Muslos Frescos;1;54;54;Lun;34258;70.5;Firefox;Windows;other
P000422;1.10601E+11;Pollo Entero S/M;8;16;128;Lun;34216;128;Chrome;Windows;other
P000423;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34275;97;Chrome;Windows;other
P000423;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;34275;97;Chrome;Windows;other
P000423;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34275;97;Chrome;Windows;other
P000424;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34279;86.9;Mobile Safari;WKWebView;iOS
P000424;1.10604E+11;Deditos de Pollo;2;7.8;15.6;Lun;34279;86.9;Mobile Safari;WKWebView;iOS
P000424;1.10604E+11;Chicharron de Pechuga de Pollo;4;12.5;50;Lun;34279;86.9;Mobile Safari;WKWebView;iOS
P000424;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34279;86.9;Mobile Safari;WKWebView;iOS
P000425;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34182;120.2;Chrome;Windows;other
P000425;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;34182;120.2;Chrome;Windows;other
P000425;1.10601E+11;Filete de Pechuga Corazon;1;32;32;Lun;34182;120.2;Chrome;Windows;other
P000425;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34182;120.2;Chrome;Windows;other
P000426;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34278;50.8;Chrome;Windows;other
P000426;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34278;50.8;Chrome;Windows;other
P000426;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;34278;50.8;Chrome;Windows;other
P000427;1.10501E+11;Huevo Pardo Empacado;3;13;39;Lun;34270;217.4;Mobile Safari;WKWebView;iOS
P000427;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;34270;217.4;Mobile Safari;WKWebView;iOS
P000427;1.10601E+11;Filete de Pechuga;3;30;90;Lun;34270;217.4;Mobile Safari;WKWebView;iOS
P000427;1.10604E+11;Nuggets Premium;3;6;18;Lun;34270;217.4;Mobile Safari;WKWebView;iOS
P000427;1.10604E+11;Nuggets con Quinua;2;8.2;16.4;Lun;34270;217.4;Mobile Safari;WKWebView;iOS
P000428;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34282;53.3;Facebook;Android;Samsung
P000428;1.10604E+11;Nuggets Premium;1;6;6;Lun;34282;53.3;Facebook;Android;Samsung
P000428;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34282;53.3;Facebook;Android;Samsung
P000428;1.10604E+11;Filete  a la Criolla;1;13.5;13.5;Lun;34282;53.3;Facebook;Android;Samsung
P000428;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34282;53.3;Facebook;Android;Samsung
P000429;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34257;76;Chrome;Windows;other
P000429;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34257;76;Chrome;Windows;other
P000429;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34257;76;Chrome;Windows;other
P000430;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34280;73.6;Mobile Safari;iOS;iPhone
P000430;1.10604E+11;Deditos de Pollo;2;7.8;15.6;Lun;34280;73.6;Mobile Safari;iOS;iPhone
P000430;1.10604E+11;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;34280;73.6;Mobile Safari;iOS;iPhone
P000431;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34215;50.8;Edge;Windows;other
P000431;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34215;50.8;Edge;Windows;other
P000431;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;34215;50.8;Edge;Windows;other
P000432;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34261;80.9;Mobile Safari;iOS;iPhone
P000432;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34261;80.9;Mobile Safari;iOS;iPhone
P000432;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;34261;80.9;Mobile Safari;iOS;iPhone
P000432;1.10604E+11;Filete  a la Criolla;2;13.5;27;Lun;34261;80.9;Mobile Safari;iOS;iPhone
P000432;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;34261;80.9;Mobile Safari;iOS;iPhone
P000433;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34286;145.5;Chrome;Windows;other
P000433;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;34286;145.5;Chrome;Windows;other
P000433;1.10601E+11;Filete de Pechuga;2;30;60;Lun;34286;145.5;Chrome;Windows;other
P000433;1.10604E+11;Enrollado con Frutas Secas;1;27.5;27.5;Lun;34286;145.5;Chrome;Windows;other
P000434;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34285;115.1;Chrome;Windows;other
P000434;1.10601E+11;Filete de Pechuga;2;30;60;Lun;34285;115.1;Chrome;Windows;other
P000434;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34285;115.1;Chrome;Windows;other
P000434;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;34285;115.1;Chrome;Windows;other
P000435;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34269;64.5;Mobile Safari;WKWebView;iOS
P000435;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34269;64.5;Mobile Safari;WKWebView;iOS
P000435;1.10604E+11;Nuggets Premium;1;6;6;Lun;34269;64.5;Mobile Safari;WKWebView;iOS
P000435;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34269;64.5;Mobile Safari;WKWebView;iOS
P000436;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34287;167.2;Chrome Mobile;Android;other
P000436;1.10601E+11;Muslos Frescos;1;54;54;Lun;34287;167.2;Chrome Mobile;Android;other
P000436;1.10601E+11;Filete de Pechuga;2;30;60;Lun;34287;167.2;Chrome Mobile;Android;other
P000436;1.10604E+11;Nuggets con Quinua;3;8.2;24.6;Lun;34287;167.2;Chrome Mobile;Android;other
P000436;1.10604E+11;Deditos de Pollo;2;7.8;15.6;Lun;34287;167.2;Chrome Mobile;Android;other
P000437;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34283;53.6;Chrome Mobile;Android;other
P000437;1.10604E+11;Nuggets Premium;2;6;12;Lun;34283;53.6;Chrome Mobile;Android;other
P000437;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;34283;53.6;Chrome Mobile;Android;other
P000437;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34283;53.6;Chrome Mobile;Android;other
P000437;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34283;53.6;Chrome Mobile;Android;other
P000438;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34268;50.8;Chrome;Android;other
P000438;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34268;50.8;Chrome;Android;other
P000438;1.10604E+11;Filete  a la Criolla;1;13.5;13.5;Lun;34268;50.8;Chrome;Android;other
P000438;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34268;50.8;Chrome;Android;other
P000439;1.10601E+11;Pollo Entero S/M;3;16;48;Lun;34281;54;Mobile Safari;iOS;iPhone
P000439;1.10604E+11;Nuggets Premium;1;6;6;Lun;34281;54;Mobile Safari;iOS;iPhone
P000440;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34274;70;Chrome;Windows;other
P000440;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;34274;70;Chrome;Windows;other
P000441;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34292;108.3;Chrome;Windows;other
P000441;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;34292;108.3;Chrome;Windows;other
P000441;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34292;108.3;Chrome;Windows;other
P000441;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34292;108.3;Chrome;Windows;other
P000442;1.10501E+11;Huevo Pardo Empacado;3;13;39;Lun;34290;147;Mobile Safari;iOS;iPhone
P000442;1.10601E+11;Pierna Encuentro Fresca;2;54;108;Lun;34290;147;Mobile Safari;iOS;iPhone
P000443;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34288;108.6;Chrome;Android;other
P000443;1.10601E+11;Pollo trozado x 8 pzas S/M;4;16.5;66;Lun;34288;108.6;Chrome;Android;other
P000443;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;34288;108.6;Chrome;Android;other
P000444;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34286;61;Chrome;Windows;other
P000444;1.10601E+11;Pollo Entero S/M;3;16;48;Lun;34286;61;Chrome;Windows;other
P000445;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34303;57.8;Chrome;Windows;other
P000445;1.10604E+11;Nuggets Premium;1;6;6;Lun;34303;57.8;Chrome;Windows;other
P000445;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;34303;57.8;Chrome;Windows;other
P000445;1.10604E+11;Enrollado con Frutas Secas;1;27.5;27.5;Lun;34303;57.8;Chrome;Windows;other
P000446;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34255;133.6;Chrome;Windows;other
P000446;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;34255;133.6;Chrome;Windows;other
P000446;1.10601E+11;Filete de Pechuga;2;30;60;Lun;34255;133.6;Chrome;Windows;other
P000446;1.10604E+11;Nuggets Premium;2;6;12;Lun;34255;133.6;Chrome;Windows;other
P000446;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;34255;133.6;Chrome;Windows;other
P000447;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34311;81.8;Chrome;Windows;other
P000447;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34311;81.8;Chrome;Windows;other
P000447;1.10601E+11;Filete de Pechuga Corazon;1;32;32;Lun;34311;81.8;Chrome;Windows;other
P000447;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;34311;81.8;Chrome;Windows;other
P000447;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34311;81.8;Chrome;Windows;other
P000448;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34316;126.1;Samsung Internet;Android;Samsung
P000448;1.10601E+11;Filete de Pechuga;2;30;60;Lun;34316;126.1;Samsung Internet;Android;Samsung
P000448;1.10604E+11;Nuggets Premium;2;6;12;Lun;34316;126.1;Samsung Internet;Android;Samsung
P000448;1.10604E+11;Deditos de Pollo;2;7.8;15.6;Lun;34316;126.1;Samsung Internet;Android;Samsung
P000448;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34316;126.1;Samsung Internet;Android;Samsung
P000449;1.10604E+11;Chicharron de Pechuga de Pollo;6;12.5;75;Lun;34318;183;Chrome Mobile;Android;other
P000449;1.10604E+11;Filete a la Pimienta;6;13.5;81;Lun;34318;183;Chrome Mobile;Android;other
P000449;1.10604E+11;Filete  a la Criolla;2;13.5;27;Lun;34318;183;Chrome Mobile;Android;other
P000450;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34298;53.2;Chrome;Windows;other
P000450;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;34298;53.2;Chrome;Windows;other
P000450;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34298;53.2;Chrome;Windows;other
P000451;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34320;58.5;Facebook;Android;Samsung
P000451;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34320;58.5;Facebook;Android;Samsung
P000451;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34320;58.5;Facebook;Android;Samsung
P000451;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34320;58.5;Facebook;Android;Samsung
P000451;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34320;58.5;Facebook;Android;Samsung
P000452;1.10501E+11;Huevo Pardo Empacado;4;13;52;Lun;34302;103.1;Chrome;Mac OS X;other
P000452;1.10604E+11;Nuggets Premium;1;6;6;Lun;34302;103.1;Chrome;Mac OS X;other
P000452;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34302;103.1;Chrome;Mac OS X;other
P000452;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;34302;103.1;Chrome;Mac OS X;other
P000452;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34302;103.1;Chrome;Mac OS X;other
P000452;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;34302;103.1;Chrome;Mac OS X;other
P000453;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34286;61;Chrome;Windows;other
P000453;1.10601E+11;Pollo Entero S/M;3;16;48;Lun;34286;61;Chrome;Windows;other
P000454;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34256;120.7;Chrome;Windows;other
P000454;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;34256;120.7;Chrome;Windows;other
P000454;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34256;120.7;Chrome;Windows;other
P000454;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34256;120.7;Chrome;Windows;other
P000454;1.10604E+11;Enrollado con Frutas Secas;2;27.5;55;Lun;34256;120.7;Chrome;Windows;other
P000455;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34312;54.3;Chrome Mobile;Android;other
P000455;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34312;54.3;Chrome Mobile;Android;other
P000455;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34312;54.3;Chrome Mobile;Android;other
P000456;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34329;55.5;Facebook;iOS;iPhone
P000456;1.10604E+11;Nuggets Premium;2;6;12;Lun;34329;55.5;Facebook;iOS;iPhone
P000456;1.10604E+11;Filete a la Pimienta;2;13.5;27;Lun;34329;55.5;Facebook;iOS;iPhone
P000457;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34327;104.6;Mobile Safari;WKWebView;iOS
P000457;1.10601E+11;Pollo trozado x 8 pzas S/M;3;16.5;49.5;Lun;34327;104.6;Mobile Safari;WKWebView;iOS
P000457;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34327;104.6;Mobile Safari;WKWebView;iOS
P000457;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;34327;104.6;Mobile Safari;WKWebView;iOS
P000458;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34325;118.7;Chrome Mobile;Android;other
P000458;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34325;118.7;Chrome Mobile;Android;other
P000458;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;34325;118.7;Chrome Mobile;Android;other
P000458;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34325;118.7;Chrome Mobile;Android;other
P000458;1.10604E+11;Filete a la Pimienta;2;13.5;27;Lun;34325;118.7;Chrome Mobile;Android;other
P000459;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34326;144.8;Facebook;iOS;iPhone
P000459;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34326;144.8;Facebook;iOS;iPhone
P000459;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;34326;144.8;Facebook;iOS;iPhone
P000459;1.10601E+11;Muslos Frescos;1;54;54;Lun;34326;144.8;Facebook;iOS;iPhone
P000459;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;34326;144.8;Facebook;iOS;iPhone
P000460;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34328;68.7;Safari;Mac OS X;other
P000460;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34328;68.7;Safari;Mac OS X;other
P000460;1.10604E+11;Enrollado con Frutas Secas;1;27.5;27.5;Lun;34328;68.7;Safari;Mac OS X;other
P000461;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34335;89;Mobile Safari;iOS;iPhone
P000461;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34335;89;Mobile Safari;iOS;iPhone
P000461;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34335;89;Mobile Safari;iOS;iPhone
P000462;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34310;70.5;Chrome;Windows;other
P000462;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34310;70.5;Chrome;Windows;other
P000462;1.10604E+11;Enrollado con Frutas Secas;1;27.5;27.5;Lun;34310;70.5;Chrome;Windows;other
P000463;1.10501E+11;Huevo Pardo Empacado;3;13;39;Lun;34334;123;Mobile Safari;iOS;iPhone
P000463;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;34334;123;Mobile Safari;iOS;iPhone
P000463;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34334;123;Mobile Safari;iOS;iPhone
P000464;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34336;50.3;Chrome;Windows;other
P000464;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34336;50.3;Chrome;Windows;other
P000464;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34336;50.3;Chrome;Windows;other
P000465;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34330;105.3;Chrome Mobile;Android;other
P000465;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;34330;105.3;Chrome Mobile;Android;other
P000465;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34330;105.3;Chrome Mobile;Android;other
P000465;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34330;105.3;Chrome Mobile;Android;other
P000466;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34291;58.5;Chrome;Windows;other
P000466;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34291;58.5;Chrome;Windows;other
P000466;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34291;58.5;Chrome;Windows;other
P000467;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34339;58;Mobile Safari;WKWebView;iOS
P000467;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;34339;58;Mobile Safari;WKWebView;iOS
P000468;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34337;126.9;Chrome Mobile;Android;other
P000468;1.10604E+11;Nuggets Premium;2;6;12;Lun;34337;126.9;Chrome Mobile;Android;other
P000468;1.10604E+11;Deditos de Pollo;4;7.8;31.2;Lun;34337;126.9;Chrome Mobile;Android;other
P000468;1.10604E+11;Chicharron de Pechuga de Pollo;3;12.5;37.5;Lun;34337;126.9;Chrome Mobile;Android;other
P000468;1.10604E+11;Hamburguesa Premium;4;8.3;33.2;Lun;34337;126.9;Chrome Mobile;Android;other
P000469;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34183;75.1;Mobile Safari;iOS;iPhone
P000469;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34183;75.1;Mobile Safari;iOS;iPhone
P000469;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34183;75.1;Mobile Safari;iOS;iPhone
P000469;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;34183;75.1;Mobile Safari;iOS;iPhone
